CD_CID,DS_CID
S01,Ferim da Cabeca
S010,Ferim do Couro Cabeludo
S011,Ferim da Palpebra e da Regiao Periocula
S012,Ferim do Nariz
S013,Ferim do Ouvido
S015,Ferim do Labio e da Cavidade Oral
S017,Ferim Mult da Cabeca
S018,Ferim na Cabeca de Outr Localiz
S019,Ferim na Cabeca Parte Ne
S02,Frat do Cranio e dos Ossos da Face
S020,Frat da Abobada do Cranio
S021,Frat da Base do Cranio
S022,Frat dos Ossos Nasais
S023,Frat do Assoalho Orbital
S024,Frat dos Ossos Malares e Maxilares
S025,Frat de Dentes
S026,Frat de Mandibula
S027,Frat Mult Envolv Ossos do Cranio e Face
S028,Outr Frat do Cranio e dos Ossos da Face
S029,Frat do Cranio ou dos Ossos da Face Par
S04,Traum dos Nervos Cranianos
S046,Traum do Nervo Acustico
S05,Traum do Olho e da Orbita Ocular
S050,Traum Conj Abrasao Cornea s/Menc Corp E
S051,Contusao do Globo Ocular e dos Tec da O
S052,Lacer Rupt Ocular c/Prol Perd Tec Intra
S053,Lacer Ocular s/Prolap Perda Tec Intra-O
S054,Ferim Penetrante Orbita c/ s/Corpo Estr
S055,Ferim Penetr Globo Ocular c/Corpo Estra
S056,Ferim Penetr Globo Ocular s/Corpo Estra
S057,Avulsao do Olho
S058,Outr Traum do Olho e da Orbita
S059,Traum do Olho e da Orbita de Parte Ne
S06,Traum Intracraniano
S060,Concussao Cerebral
S061,Edema Cerebral Traum
S062,Traum Cerebral Difuso
S063,Traum Cerebral Focal
S064,Hemorragia Epidural
S065,Hemorragia Subdural Dev Traum
S066,Hemorragia Subaracnoide Dev Traum
S067,Traum Intracraniano c/Coma Prolongado
S068,Outr Traum Intracranianos
S069,Traum Intracraniano Ne
S07,Lesoes p/Esmag da Cabeca
S078,Lesao p/Esmag de Outr Partes da Cabeca
S081,Amput Traum da Orelha
S09,Outr Traum da Cabeca e Os Ne
S090,Traum dos Vasos Sanguineos da Cabeca Nc
S097,Traum Mult da Cabeca
S098,Outr Traum Espec da Cabeca
S099,Traum Ne da Cabeca
S1,{ñ class}
S10,Traum Superf do Pescoco
S107,Traum Superf Mult do Pescoco
S108,Traum Superf de Outr Localiz do Pescoco
S109,Traum Superf do Pescoco Parte Ne
S11,Ferim do Pescoco
S110,Ferim Envolv a Laringe e a Traqueia
S112,Ferim Envolv Faringe Esofago Cervical
S119,Ferim do Pescoco Parte Ne
S12,Frat do Pescoco
S120,Frat da Primeira Vertebra Cervical
S121,Frat da Segunda Vertebra Cervical
S122,Frat de Outr Vertebras Cervicais Espec
S127,Frat Mult da Coluna Cervical
S128,Frat de Outr Partes do Pescoco
S129,Frat do Pescoco Parte Ne
S13,Luxacao Entorse Distensao Artic Lig Pes
S130,Ruptura Traum Disco Intervertebral Cerv
S131,Luxacao de Vertebra Cervical
S134,Distensao e Entorse da Coluna Cervical
S14,Traum Nervos Medula Espinhal Nivel Cerv
S140,Concussao e Edema da Medula Cervical
S141,Outr Traum e Os Ne da Medula Cervical
S142,Traum da Raiz Nervosa da Coluna Cervica
S143,Traum do Plexo Braquial
S145,Traum dos Nervos Simpaticos do Pescoco
S15,Traum dos Vasos Sanguineos Nivel do Pes
S150,Traum da Arteria Carotida
S158,Traum de Outr Vasos Sanguineos Nivel Pe
S170,Lesao p/Esmag da Laringe e da Traqueia
S18,Amput Traum ao Nivel do Pescoco
S19,Outr Traum do Pescoco e Os Ne
S199,Traum Ne do Pescoco
S20,Traum Superf do Torax
S202,Contusao do Torax
S203,Outr Traum Superf da Parede Anterior To
S207,Traum Superf Mult do Torax
S208,Traum Superf de Outr Partes Espec Torax
S21,Ferim do Torax
S210,Ferim da Mama
S211,Ferim da Parede Anterior do Torax
S212,Ferim da Parede Posterior do Torax
S218,Ferim de Outr Partes do Torax
S219,Ferim do Torax Parte Ne
S22,Frat de Costelas Esterno e Coluna Torac
S220,Frat de Vertebra Toracica
S221,Frat Mult da Coluna Toracica
S222,Frat do Esterno
S223,Frat de Costela
S224,Frat Mult de Costelas
S228,Frat de Outr Partes dos Ossos do Torax
S229,Frat dos Ossos do Torax Parte Ne
S23,Luxacao Entorse Distensao Artic Lig Do
S230,Ruptura Traum Disco Intervertebral Tora
S231,Luxacao de Vertebra Toracica
S232,Luxacao de Outr Partes do Torax e das N
S233,Entorse e Distensao da Coluna Toracica
S234,Entorse e Distensao das Costelas e Este
S24,Traum Nervos e Medula Espinhal Nivel To
S241,Outr Traum Medula Espinhal Toracica e O
S242,Traum da Raiz de Nervo da Coluna Toraci
S251,Traum da Arteria Subclavia ou Inominada
S252,Traum da Veia Cava Super
S259,Traum de Vaso Sanguineo Ne do Torax
S27,Traum de Outr Orgaos Intratoracicos e D
S270,Pneumotorax Traum
S271,Hemotorax Traum
S272,Hemopneumotorax Traum
S273,Outr Traum do Pulmao
S279,Traum de Orgao Intratoracico Ne
S29,Outr Traum do Torax e Os Ne
S290,Traum de Musculo e de Tendao Nivel Tora
S297,Traum Mult do Torax
S298,Outr Traum Espec do Torax
S299,Traum Ne do Torax
S30,Traum Superf do Abdome do Dorso e da Pe
S300,Contusao do Dorso e da Pelve
S301,Contusao da Parede Abdominal
S307,Traum Superf Mult do Abdome do Dorso E
S308,Outr Traum Superf do Abdome do Dorso E
S309,Traum Superf Parte Ne Abdome Dorso e Pe
S31,Ferim do Abdome do Dorso e da Pelve
S310,Ferim do Dorso e da Pelve
S311,Ferim da Parede Abdominal
S312,Ferim do Penis
S313,Ferim do Escroto e do Testiculo
S317,Ferim Mult do Abdome do Dorso e da Pelv
S318,Ferim de Outr Partes e de Partes Ne Abd
S32,Frat da Coluna Lombar e da Pelve
S320,Frat de Vertebra Lombar
S321,Frat do Sacro
S322,Frat do Coccix
S323,Frat do Ilio
S324,Frat do Acetabulo
S325,Frat do Pubis
S327,Frat Mult de Coluna Lombar e da Pelve
S328,Frat Outr Part Coluna Lombossacra Pelve
S33,Luxac Entors Dist Artic Lig Col Lombar
S330,Ruptura Traum do Disco Intervertebral L
S332,Luxacao Artic Sacroiliaca Sacrococcigea
S333,Luxacao Outr Partes e Ne Coluna Lombar
S334,Ruptura Traum da Sinfise Pubica
S335,Entorse e Distensao da Coluna Lombar
S336,Entorse e Distensao Articulacao Sacroil
S337,Entorse Distens Out Part Ne Col Lombar
S34,Traum Nerv Med Lombar Niv Abdome Dorso
S340,Concussao e Edema da Medula Lombar
S341,Outr Traum da Medula Lombar
S342,Traum de Raiz Nervosa da Medula Lombar
S343,Traum de Cauda Equina
S352,Traum da Arteria Celiaca ou Mesenterica
S353,Traum da Veia Porta ou Esplenica
S354,Traum de Vaso Sanguineo Renal
S355,Traum de Vaso Sanguineo Iliaco
S36,Traum de Orgaos Intra-Abdominais
S360,Traum do Baco
S361,Traum do Figado ou da Vesicula Biliar
S363,Traum do Estomago
S364,Traum do Intestino Delgado
S365,Traum do Colon
S366,Traum do Reto
S367,Traum de Mult Orgaos Intra-Abdominais
S368,Traum de Outr Orgaos Intra-Abdominais
S369,Traum de Orgao Intra-Abdominal Ne
S37,Traum do Aparelho Urinario e Orgaos Pel
S370,Traum do Rim
S372,Traum da Bexiga
S373,Traum da Uretra
S380,Lesao p/Esmag dos Orgaos Genitais Exter
S381,Lesao p/Esmag Outr Part Ne Abdome Dorso
S382,Amput Traum de Orgaos Genitais Externos
S39,Outr Traum e Os Ne do Abdome Dorso e Pe
S390,Traum Musculo e Tendao Abdome Dorso e P
S397,Outr Traum Mult do Abdome do Dorso e Pe
S398,Outr Traum Espec do Abdome do Dorso e P
S399,Traum Ne do Abdome do Dorso e da Pelve
S40,Traum Superf do Ombro e do Braco
S400,Contusao do Ombro e do Braco
S407,Traum Superf Mult do Ombro e do Braco
S408,Outr Traum Superf do Ombro e do Braco
S409,Traum Superf Ne do Ombro e do Braco
S41,Ferim do Ombro e do Braco
S410,Ferim do Ombro
S411,Ferim do Braco
S417,Ferim Mult do Ombro e do Braco
S418,Ferim Outr Partes e Ne Cintura Escapula
S42,Frat do Ombro e do Braco
S420,Frat da Clavicula
S421,Frat da Omoplata
S422,Frat da Extremidade Super do Umero
S423,Frat da Diafise do Umero
S424,Frat da Extremidade Infer do Umero
S427,Frat Mult da Clavicula da Omoplata e Um
S428,Frat de Outr Partes do Ombro e do Braco
S429,Frat da Cintura Escapular Parte Ne
S43,Luxacao Entorse Distens Artic Lig Cint
S430,Luxacao da Articulacao do Ombro
S431,Luxacao da Articulacao Acromioclavicula
S432,Luxacao da Articulacao Esternoclavicula
S433,Luxacao de Outr Partes e Ne Cint Escapu
S434,Entorse e Distensao de Articulacao do O
S435,Entorse e Distensao Artic Acromioclavic
S436,Entorse e Distensao Artic Esternoclavic
S437,Entorse Distensao Outr Partes Ne Cint E
S44,Traum de Nervos ao Nivel do Ombro e Do
S440,Traum do Nervo Cubital ao Nivel do Brac
S441,Traum do Nervo Mediano ao Nivel do Brac
S442,Traum do Nervo Radial ao Nivel do Braco
S445,{ñ class}
S446,Traum Nervo Sensit Cutaneo Nivel Ombro
S447,Traum de Mult Nervos ao Nivel Ombro e B
S45,Traum dos Vasos Sanguineos Nivel Ombro
S450,Traum da Arteria Axilar
S451,Traum da Arteria Braquial
S46,Traum de Tendao e Musculo Nivel Ombro B
S460,Traum do Tendao do Manguito Rotador Do
S461,Traum do Musculo Tendao Cabeca Longa Bi
S462,Traum do Musculo e Tendao Outr Partes B
S463,Traum do Musculo e Tendao do Triceps
S467,Traum Mult Musc Tendoes Nivel Ombro Bra
S468,Traum Outr Musc Tendoes Nivel Ombro Bra
S469,Traum Musculo Tendao Ne Nivel Ombro Bra
S47,Lesao p/Esmag do Ombro e do Braco
S48,Amput Traum do Ombro e do Braco
S480,Amput Traum da Articulacao do Ombro
S481,Amput Traum de Localiz Entre Ombro Coto
S489,Amput Traum do Ombro e do Braco Localiz
S49,Outr Traum e Os Ne do Ombro e do Braco
S497,Traum Mult do Ombro e do Braco
S498,Outr Traum Espec do Ombro e do Braco
S499,Traum Ne do Ombro e do Braco
S50,Traum Superf do Cotovelo e do Antebraco
S500,Contusao do Cotovelo
S501,Contusao Outr Partes e Ne do Antebraco
S507,Traum Superf Mult do Antebraco
S508,Outr Traum Superf do Antebraco
S509,Traum Superf do Antebraco Ne
S51,Ferim do Antebraco
S510,Ferim do Cotovelo
S517,Ferim Mult do Antebraco
S518,Ferim de Outr Partes do Antebraco
S519,Ferim do Antebraco Parte Ne
S52,Frat do Antebraco
S520,Frat da Extremidade Super do Cubito
S521,Frat da Extremidade Super do Radio
S522,Frat da Diafise do Cubito
S523,Frat da Diafise do Radio
S524,Frat das Diafises do Radio e do Cubito
S525,Frat da Extremidade Distal do Radio
S526,Frat da Extremidade Distal do Radio e C
S527,Frat Mult do Antebraco
S528,Frat de Outr Partes do Antebraco
S529,Frat do Antebraco Parte Ne
S53,Luxacao Entorse Distensao Artic Lig Cot
S530,Luxacao da Cabeca do Radio
S531,Luxacao do Cotovelo Ne
S532,Ruptura Traum do Ligamento Colateral Ra
S533,Ruptura Traum do Ligamento Colateral Cu
S534,Entorse e Distensao do Cotovelo
S54,Traum de Nervos ao Nivel do Antebraco
S540,Traum do Nervo Cubital ao Nivel do Ante
S541,Traum do Nervo Mediano ao Nivel do Ante
S542,Traum do Nervo Radial ao Nivel do Anteb
S543,Traum Nervo Cutaneo Sensitivo Niv Anteb
S549,Traum de Nervo Ne ao Nivel do Antebraco
S55,Traum de Vasos Sanguineos ao Nivel Ante
S551,Traum da Arteria Radial ao Nivel Antebr
S559,Traum de Vasos Sanguineos Ne Nivel Ante
S56,Traum do Musculo e Tendao ao Nivel Ante
S560,Traum Musc Flexor Tend Polegar Niv Ante
S561,Traum Musc Flexor Tend Out Dedos Niv An
S562,Traum Outr Musc Flexor Tendao Niv Anteb
S563,Traum Musc Extens Abdut Tend Poleg Niv
S564,Traum Musc Extens Tend Out Dedos Niv An
S565,Traum Outr Musc Extens Tendoes Niv Ante
S567,Traum Musculos Tendoes Mult Nivel Anteb
S568,Traum Outr Musc Tendoes e Ne Nivel Ante
S57,Lesao p/Esmag do Antebraco
S571,Lesao p/Esmag de Outr Partes do Antebra
S578,{ñ class}
S579,Lesao p/Esmag de Parte Ne do Antebraco
S58,Amput Traum do Cotovelo e do Antebraco
S580,Amput Traum ao Nivel do Cotovelo
S581,Amput Traum Antebraco Entre Cotovelo Pu
S589,Amput Traum do Antebraco Nivel Ne
S59,Outr Traum do Antebraco e Os Ne
S597,Traum Mult do Cotovelo
S598,Outr Traum Espec do Antebraco
S599,Traum Ne do Antebraco
S60,Traum Superf do Punho e da Mao
S600,Contusao de Dedos s/Lesao da Unha
S601,Contusao de Dedos c/Lesao da Unha
S602,Contusao de Outr Partes do Punho e da M
S607,Traum Superf Mult do Punho e da Mao
S608,Outr Traum Superf do Punho e da Mao
S609,Traum Superf Ne do Punho e da Mao
S61,Ferim do Punho e da Mao
S610,Ferim de Dedos s/Lesao da Unha
S611,Ferim de Dedos c/Lesao da Unha
S617,Ferim Mult do Punho e da Mao
S618,Ferim de Outr Partes do Punho e da Mao
S619,Ferim do Punho e da Mao Parte Ne
S62,Frat ao Nivel do Punho e da Mao
S620,Frat do Osso Navicular da Mao
S621,Frat de Outr Ossos do Carpo
S622,Frat do Primeiro Metacarpiano
S623,Frat de Outr Ossos do Metacarpo
S624,Frat Mult de Ossos Metacarpianos
S625,Frat do Polegar
S626,Frat de Outr Dedos
S627,Frat Mult de Dedos
S628,Frat de Outr Partes e de Partes Ne Punh
S63,Luxac Entors Distens Artic Lig Niv Punh
S630,Luxacao do Punho
S631,Luxacao do Dedo
S632,Luxacoes Mult dos Dedos
S633,Ruptura Traum de Ligamentos do Punho E
S634,Rupt Traum Lig Dedo Artic Metacarp Inte
S635,Entorse e Distensao do Punho
S636,Entorse e Distensao de Dedos
S637,Entorse e Distensao de Outr Partes e Ne
S64,Traum de Nervos ao Nivel do Punho e Da
S640,Traum do Nervo Cubital ao Nivel Punho E
S641,Traum do Nervo Mediano ao Nivel Punho E
S642,Traum do Nervo Radial ao Nivel Punho E
S643,Traum do Nervo Digital do Polegar
S644,Traum do Nervo Digital de Outr Dedo
S647,Traum de Mult Nervos ao Nivel de Punho
S648,Traum de Outr Nervos ao Nivel do Punho
S649,Traum de Nervo Ne ao Nivel do Punho e D
S65,Traum de Vasos Sanguineos Nivel Punho E
S650,Traum da Arteria Cubital Nivel Punho E
S651,Traum da Arteria Radial ao Nivel Punho
S653,Traum do Arco Palmar Profundo
S658,Traum de Outr Vasos Sang Nivel Punho E
S659,Traum de Vaso Sanguineo Ne Nivel Punho
S66,Traum de Musculo e Tendao Nivel Punho E
S660,Traum Musc Flex Long Tend Poleg Niv Pun
S661,Traum Musc Flex Tend Outr Dedo Niv Punh
S662,Traum Musc Extens Tend Polegar Niv Punh
S663,Traum Musc Extens Tend Out Ded Niv Punh
S664,Traum Musc Intrins Tend Poleg Niv Punho
S665,Traum Musc Intrins Tend Out Ded Niv Pun
S666,Traum Musc Flexores Tend Mult Niv Punho
S667,Traum Musc Extensor Tend Mult Niv Punho
S668,Traum Outr Musc Tendoes Nivel Punho e M
S669,Traum Musculo e Tendao Ne Nivel Punho E
S67,Lesao p/Esmag do Punho e da Mao
S670,Lesao p/Esmag do Polegar e de Outr Dedo
S678,Lesao p/Esmag Outr Partes e Ne Punho E
S68,Amput Traum ao Nivel do Punho e da Mao
S680,Amput Traum do Polegar
S681,Amput Traum de Um Outr Dedo Apenas
S682,Amput Traum de Dois ou Mais Dedos Somen
S683,Amput Traum Comb Dedo Ass Out Part Punh
S684,Amput Traum da Mao ao Nivel do Punho
S688,Amput Traum de Outr Partes do Punho e D
S689,Amput Traum do Punho e da Mao Nivel Ne
S69,Outr Traum e Os Ne do Punho e da Mao
S697,Traum Mult do Punho e da Mao
S698,Outr Traum Espec do Punho e da Mao
S699,Traum Ne do Punho e da Mao
S70,Traum Superf do Quadril e da Coxa
S700,Contusao do Quadril
S701,Contusao da Coxa
S707,Traum Superf Mult do Quadril e da Coxa
S708,Outr Traum Superf do Quadril e da Coxa
S709,Traum Superf Ne do Quadril e da Coxa
S71,Ferim do Quadril e da Coxa
S710,Ferim do Quadril
S711,Ferim da Coxa
S717,Ferim Mult do Quadril e da Coxa
S718,Ferim Outr Partes e das Ne Cintura Pelv
S72,Frat do Femur
S720,Frat do Colo do Femur
S721,Frat Pertrocanterica
S722,Frat Subtrocanterica
S723,Frat da Diafise do Femur
S724,Frat da Extremidade Distal do Femur
S727,Frat Mult do Femur
S728,Frat de Outr Partes do Femur
S729,Frat do Femur Parte Ne
S73,Luxacao Entorse Distensao Artic Lig Qua
S730,Luxacao da Articulacao do Quadril
S731,Entorse e Distensao do Quadril
S74,Traum de Nervos ao Nivel do Quadril e C
S740,Traum do Nervo Ciatico Nivel Quadril E
S750,Traum da Arteria Femural
S751,Traum da Veia Femural Nivel Quadril e C
S754,{ñ class}
S758,Traum Outr Vaso Sang Nivel Quadril e Co
S759,Traum Vaso Sanguineo Ne Nivel Quadril E
S76,Traum Musculo e Tendao Nivel Quadril E
S760,Traum do Musculo e do Tendao do Quadril
S761,Traum do Musculo e do Tendao do Quadric
S762,Traum do Musculo e do Tendao do Adutor
S763,Traum Musculo e Tendao Musc Post Nivel
S764,Traum Outr Musculos Tendoes e Ne Nivel
S767,Traum Mult Musc Tendoes Nivel Quadril E
S770,Lesao p/Esmag do Quadril
S771,Lesao p/Esmag da Coxa
S772,Lesao p/Esmag do Quadril e da Coxa
S78,Amput Traum do Quadril e da Coxa
S780,Amput Traum na Articulacao do Quadril
S781,Amput Traum Localizada Entre Joelho Qua
S789,Amput Traum do Quadril e Coxa Nivel Ne
S79,Outr Traum e Os Ne do Quadril e da Coxa
S797,Traum Mult do Quadril e da Coxa
S798,Outr Traum Espec do Quadril e da Coxa
S799,Traum Ne do Quadril e da Coxa
S80,Traum Superf da Perna
S800,Contusao do Joelho
S801,Contusao de Outr Partes e de Partes Ne
S807,Traum Superf Mult da Perna
S808,Outr Traum Superf da Perna
S809,Traum Superf Ne da Perna
S81,Ferim da Perna
S810,Ferim do Joelho
S817,Ferim Mult da Perna
S818,Ferim de Outr Partes da Perna
S819,Ferim da Perna Parte Ne
S82,Frat da Perna Incl Tornozelo
S820,Frat da Rotula
S821,Frat da Extremidade Proximal da Tibia
S822,Frat da Diafise da Tibia
S823,Frat da Extremidade Distal da Tibia
S824,Frat do Peronio
S825,Frat do Maleolo Medial
S826,Frat do Maleolo Lateral
S827,Frat Mult da Perna
S828,Frat de Outr Partes da Perna
S829,Frat da Perna Parte Ne
S83,Luxacao Entorse Distensao Art Lig Joelh
S830,Luxacao da Rotula
S831,Luxacao do Joelho
S832,Ruptura do Menisco Atual
S833,Ruptura Atual Cartilagem Articulacao Jo
S834,Entorse Distensao Envolv Lig Colat Joel
S835,Entorse Distensao Envolv Lig Cruzado Jo
S836,Entorse Distensao Outr Partes e Ne Joel
S837,Traum de Estruturas Mult do Joelho
S84,Traum de Nervos Perifericos da Perna
S840,Traum do Nervo Tibial ao Nivel da Perna
S841,Traum do Nervo Peronial ao Nivel da Per
S842,Traum do Nervo Cutaneo Sensitivo Nivel
S847,Traum de Mult Nervos ao Nivel da Perna
S848,Traum de Outr Nervos ao Nivel da Perna
S849,Traum de Nervo Ne ao Nivel da Perna
S85,Traum de Vasos Sanguineos da Perna
S850,Traum da Arteria Poplitea
S852,Traum da Arteria Peronial
S853,Traum da Veia Grande Safena ao Nivel Pe
S858,Traum de Outr Vasos Sanguineos Nivel Pe
S86,Traum de Musculo e de Tendao ao Nivel P
S860,Traum do Tendao de Aquiles
S861,Traum Outr Musc Tend Grup Musc Post Niv
S862,Traum Musc Tend Grupo Musc Ant Nivel Pe
S863,Traum Musc Tend Grupo Musc Peron Nivel
S867,Traum de Mult Musculos e Tendoes Nivel
S868,Traum de Outr Musculos e Tendoes Nivel
S869,Traum de Musculo e de Tendao Ne Nivel P
S87,Traum p/Esmag da Perna
S870,Traum p/Esmag do Joelho
S878,Traum p/Esmag Outr Parte e Partes Ne Pe
S88,Amput Traum da Perna
S880,Amput Traum ao Nivel do Joelho
S881,Amput Traum Entre O Joelho e O Tornozel
S889,Amput Traum da Perna ao Nivel Ne
S89,Outr Traum e Os Ne da Perna
S890,Traum Mult da Perna
S898,Outr Traum Espec da Perna
S899,Traum Ne da Perna
S90,Traum Superf do Tornozelo e do Pe
S900,Contusao do Tornozelo
S901,Contusao de Artelho s/Lesao da Unha
S902,Contusao de Artelho c/Lesao da Unha
S903,Contusao de Outr Partes e Partes Ne Do
S907,Traum Superf Mult do Tornozelo e do Pe
S908,Outr Traum Superf do Tornozelo e do Pe
S909,Traum Superf do Tornozelo e do Pe Ne
S91,Ferim do Tornozelo e do Pe
S910,Ferim do Tornozelo
S911,Ferim de Artelhos s/Lesao da Unha
S912,Ferim de Artelhos c/Lesao da Unha
S913,Ferim de Outr Partes do Pe
S917,Ferim Mult do Tornozelo e do Pe
S92,Frat do Pe
S920,Frat do Calcaneo
S921,Frat do Astragalo
S922,Frat de Outr Ossos do Tarso
S923,Frat de Ossos do Metatarso
S924,Frat do Halux
S925,Frat de Outr Artelho
S927,Frat Mult do Pe
S929,Frat do Pe Ne
S93,Luxac Entors Distens Artic Lig Niv Torn
S930,Luxacao da Articulacao do Tornozelo
S931,Luxacao de Artelhos
S932,Ruptura de Ligamentos Nivel Tornozelo E
S933,Luxacao de Outr Partes e das Ne do Pe
S934,Entorse e Distensao do Tornozelo
S935,Entorse e Distensao de Artelhos
S936,Entorse Distensao Outr Partes e Partes
S94,Traum dos Nervos ao Nivel do Tornozelo
S942,Traum Nervo Peronial Prof Niv Tornozelo
S943,Traum Nervo Sensit Cutaneo Niv Tornozel
S949,Traum de Nervo Ne ao Nivel do Tornozelo
S95,Traum Vasos Sanguineos Nivel Tornozelo
S952,Traum da Veia Dorsal do Pe
S959,Traum Vaso Sanguineo Ne Nivel Tornozelo
S96,Traum Musculo e Tendao Nivel Tornozelo
S960,Traum Musc Tend Musc Flex Long Artel To
S961,Traum Musc Tend Exten Long Artel Niv To
S962,Traum Musc Intrinseco Tendao Nivel Torn
S967,Traum Mult Musc Tendoes Nivel Tornozelo
S968,Traum Outr Tendoes e Musc Niv Tornozelo
S969,Traum de Musculo e Tendao Ne Tornozelo
S97,Lesao p/Esmag do Tornozelo e do Pe
S970,Lesao p/Esmag do Tornozelo
S971,Lesao p/Esmag de Artelhos
S978,Lesao p/Esmag Outr Partes do Tornozelo
S98,Amput Traum do Tornozelo e do Pe
S980,Amput Traum do Pe ao Nivel do Tornozelo
S981,Amput Traum de Apenas Um Artelho
S982,Amput Traum de Dois ou Mais Artelhos
S983,Amput Traum de Outr Partes do Pe
S984,Amput Traum do Pe ao Nivel Ne
S99,Outr Traum e Os Ne do Tornozelo e do Pe
S997,Traum Mult do Tornozelo e do Pe
S998,Outr Traum Espec do Tornozelo e do Pe
S999,Traum Ne do Tornozelo e do Pe
T00,Traum Superf Envolv Mult Regioes Corpo
T002,Traum Superf Envolv Reg Mult Membros Su
T003,Traum Superf Envolv Reg Mult Membros In
T006,Traum Superf Envolv Reg Mult Membr Sup
T009,Traum Superf Mult Ne
T01,Ferim Envolv Mult Regioes do Corpo
T011,Ferim Envolv Torax Abd Part Inf Dorso P
T012,Ferim Envolv Regioes Mult de Membros Su
T013,Ferim Envolv Mult Regioes de Membros In
T016,Ferim Envolv Regi Mult Membr Super Memb
T018,Ferim Envolv Outr Combinacoes Regioes C
T019,Ferim Mult Ne
T02,Frat Envolv Mult Regioes do Corpo
T021,Frat Envolv Torax c/Parte Inf Dorso e P
T022,Frat Envolv Regioes Mult de Um Membro S
T023,Frat Envolv Regioes Mult de Um Membro I
T024,Frat Envolv Regioes Mult Ambos Membros
T025,Frat Envolv Regioes Mult Ambos Membros
T026,Frat Envolv Regioes Mult Membros Sup c/
T027,Frat Envolv Torax Part Inf Dorso Pelve
T028,Frat Envolv Outr Combinacoes Regioes Co
T029,Frat Mult Ne
T031,Lux Entor Dist Env Torax Part Inf Dors
T032,Luxac Entors Dist Envolv Reg Mult Membr
T033,Luxac Entors Dist Envolv Reg Mult Membr
T039,Luxacoes Entorses e Distensoes Mult Ne
T04,Traum p/Esmag Envolv Mult Regioes do Co
T048,Traum p/Esmag Envolv Outr Comb Regioes
T049,Traum Mult p/Esmag Ne
T05,Amput Traum Envolv Mult Regioes do Corp
T054,Amput Traum de Um Pe e Outr Perna
T056,Amput Traum de Membros Super Infer Qq C
T06,Outr Traum Envolv Regioes Mult do Corpo
T060,Traum Cer Nerv Cran Nerv Med Espinh Niv
T065,Traum Org Intratorac c/Intra-Abdom Pelv
T068,Outr Traum Espec Envolv Regioes Mult Co
T07,Traum Mult Ne
T08,Frat da Coluna Nivel Ne
T09,Outr Traum de Coluna e Tronco Nivel Ne
T090,Traum Superf do Tronco Nivel Ne
T091,Ferim do Tronco Nivel Ne
T093,Traum de Medula Espinhal Nivel Ne
T094,Traum Nerv Raiz Nerv Espinh Plexos Ne T
T098,Outr Traum Espec do Tronco Nivel Ne
T099,Traum Ne do Tronco Nivel Ne
T10,Frat do Membro Super Nivel Ne
T11,Outr Traum de Membro Super Nivel Ne
T110,Traum Superf do Membro Super Nivel Ne
T111,Ferim do Membro Super Nivel Ne
T112,Lux Entor Dist Artic Lig Ne Membr Sup N
T113,Traum de Nervo Ne do Membro Super Nivel
T114,Traum Vaso Sanguineo Ne Membro Sup Nive
T115,Traum Musculo e Tendao Ne Membr Sup Niv
T116,Amput Traum do Membro Super Nivel Ne
T119,Traum Ne do Membro Super Nivel Ne
T12,Frat do Membro Infer Nivel Ne
T13,Outr Traum de Membro Infer Nivel Ne
T130,Traum Superf de Membro Infer Nivel Ne
T131,Ferim de Membro Infer Nivel Ne
T132,Lux Entor Dist Artic Lig Ne Membr Inf N
T133,Traum de Nervo Ne de Membro Infer Nivel
T135,Traum Musculo Tendao Ne Membro Inf Nive
T136,Amput Traum de Membro Infer Nivel Ne
T138,Outr Traum Espec de Membro Infer Nivel
T139,Traum Ne do Membro Infer Nivel Ne
T14,Traum de Regiao Ne do Corpo
T140,Traum Superf de Regiao Ne do Corpo
T141,Ferim de Regiao Ne do Corpo
T142,Frat de Regiao Ne do Corpo
T143,Luxacao Entorse e Distensao Regiao Ne C
T144,Traum de Nervos de Regiao Ne do Corpo
T147,Traum p/Esmag e Amput Traum Regioes Ne
T148,Outr Traum de Regiao Ne do Corpo
T149,Traum Ne
T15,Corpo Estranho na Parte Externa do Olho
T150,Corpo Estranho na Cornea
T16,Corpo Estranho no Ouvido
T18,Corpo Estranho no Aparelho Digestivo
T181,Corpo Estranho no Esofago
T183,Corpo Estranho no Intestino Delgado
T189,Corpo Estranho em Parte Ne Ap Digestivo
T191,Corpo Estranho na Bexiga
T20,Queim e Corrosao da Cabeca e Pescoco
T200,Queim da Cabeca e do Pescoco Grau Ne
T201,Queim de 1.Grau da Cabeca e Pescoco
T202,Queim de 2.Grau da Cabeca e do Pescoco
T203,Queim de 3.Grau da Cabeca e Pescoco
T21,Queim e Corrosao do Tronco
T210,Queim do Tronco Grau Ne
T212,Queim de 2.Grau do Tronco
T213,Queim de 3.Grau do Tronco
T216,Corrosao de 2.Grau do Tronco
T22,Queim Corrosao Ombro Membr Sup Exc Punh
T220,Queim Ombro Membr Sup Exc Punho Mao Gra
T222,Queim 2.Grau Ombro Membr Sup Exc Punho
T223,Queim 3.Grau Ombro Membr Sup Exc Punho
T226,Corrosao 2.Grau Ombr Membr Sup Exc Punh
T227,Corrosao 3.Grau Ombr Membr Sup Exc Punh
T23,Queim e Corrosao do Punho e da Mao
T230,Queim do Punho e da Mao Grau Ne
T231,Queim de 1.Grau do Punho e da Mao
T232,Queim de 2.Grau do Punho e da Mao
